,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Europa,Mars,True,PSO J318.5-22,TRAPPIST-1e,True,B,C,D,E,F,G,P,S,T,G,P,S
2825,0.20253164556962025,0.06944929154742793,0.0,0.0002554060956921505,0.0021420921099607284,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3020,0.20253164556962025,0.11251483213512947,0.00013416965753194915,0.0,0.008211353088182792,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6242,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1070,0.3291139240506329,0.04327493543658826,0.0,0.007960156649072025,0.0,0.05403389549579414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1955,0.4177215189873418,0.02484818873455713,0.0,0.0,0.010933595144591218,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8616,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4902,0.3037974683544304,0.0,0.0,0.0023837902264600714,0.02516958229203856,0.03646459205237641,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1525,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6930,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8552,0.4177215189873418,0.0,0.06577667460503807,0.0,0.01008568368439843,0.04462768822773795,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5013,0.34177215189873417,0.0,0.02301009626672928,0.0,0.004507318814709033,0.00037293332780839516,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4895,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3068,0.3291139240506329,0.0,0.05494247475933318,0.0,0.021242413423777223,0.009364770231633034,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7426,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
913,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8283,0.25316455696202533,0.05130173797724576,0.0,0.0,0.0018297036772581222,4.1437036423155016e-05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8133,0.34177215189873417,0.0,0.0,0.0,0.02655301677972153,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7850,0.16455696202531644,0.0,0.0,0.021496679720756,0.12540164227061765,0.00037293332780839516,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1935,0.569620253164557,0.0,0.11937745278905175,0.0,0.16132631203141737,0.0067542369369742675,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6377,0.20253164556962025,0.09332030432051372,0.0,0.1112719223565469,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
250,0.6329113924050633,0.0030711244503385214,0.08016637037533962,0.0,0.002365226704748304,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6508,0.25316455696202533,0.0,0.6023546774896857,0.004214200578920483,0.0006247768654052124,0.002361911076119836,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8545,0.6962025316455696,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3888,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2925,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2295,0.2911392405063291,0.00970196133175124,0.0,0.0,0.025303463048911106,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5277,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6493,0.2911392405063291,0.22412228659174985,0.00013416965753194915,0.010343946875532096,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5558,0.20253164556962025,0.0,0.06715191359474054,0.0,0.004284184219921457,0.002859155513197696,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1325,0.22784810126582278,0.115585956585468,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3660,0.43037974683544306,0.00013959656592447826,0.0,0.03426698450536353,0.00129418064976794,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
176,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
258,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6841,0.7215189873417721,0.0,3.3542414382987286e-05,0.0,0.029632274187790075,0.0007873036920399453,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7649,0.5949367088607594,0.0,0.010532318116258007,0.0,0.039673330953230994,0.04516636970123897,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
375,0.7594936708860759,0.0,0.24335021634857276,0.2533628469266133,0.06859157443770082,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2751,0.35443037974683544,0.00020939484888671738,0.004729480428001208,0.0,0.0,0.06998715451870882,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6581,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1825,0.7341772151898734,0.0,0.0,0.0,0.0,0.029710355115402147,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3866,0.16455696202531644,0.001116772527395826,0.0,0.003703388387536182,0.024277043912888256,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
814,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6016,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7843,0.7215189873417721,0.030362253088574022,0.0007379331164257203,0.06108462455303933,0.0001785076758300607,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
8293,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3927,0.22784810126582278,0.06630836881412717,3.3542414382987286e-05,0.010045973097224586,0.03364869689396644,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7391,0.7594936708860759,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1876,0.24050632911392406,0.00020939484888671738,0.00020125448629792372,0.0008513536523071684,0.0026776151374509104,0.029793229188248456,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1066,0.6835443037974683,0.0,0.0,0.0,0.0,0.03762482907222475,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5743,0.49367088607594933,0.0,0.0009727300171066313,0.0123871956410693,0.0005801499464476973,0.021837318195002692,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
741,0.37974683544303794,0.0,0.10076141280649381,0.0,0.045430203498750446,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7918,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4367,0.569620253164557,0.09764779786417253,0.007580585650555127,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
426,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2519,0.7341772151898734,0.07768548893697215,0.055344983731929025,0.0,0.008657622277757944,0.02113288857580906,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4392,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8038,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
530,0.3924050632911392,0.04864940322468067,0.0,0.026051421760599353,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4943,0.26582278481012656,0.0026523347525650868,3.3542414382987286e-05,0.025157500425676826,4.4626918957515175e-05,0.0012845481291178056,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2432,0.5443037974683544,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5823,0.31645569620253167,0.06840231730299434,0.0,0.00012770304784607525,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1859,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1125,0.13924050632911392,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8244,0.4810126582278481,0.0,0.0849293932177238,0.0,0.009103891467333095,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4881,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4216,0.5822784810126582,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2402,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5977,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1580,0.3670886075949367,0.0004885879807356738,0.0,0.0,0.035567654409139594,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4179,0.25316455696202533,0.027849514901933412,0.002582765907490021,0.013238549293376468,0.0,0.0006629925827704803,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
579,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5326,0.2911392405063291,0.05730439031199833,0.0,0.03673591009705431,0.029632274187790075,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
799,0.7215189873417721,0.18503524813289593,0.09915137691611042,0.0,0.011870760442699036,0.05386814735010152,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7829,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
167,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3723,0.31645569620253167,0.0,0.03411263542749807,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4400,0.810126582278481,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5044,0.6075949367088608,0.005793257485865848,0.0036896655821286014,0.0,0.030792574080685472,0.0003314962913852401,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1044,0.25316455696202533,0.0,0.0,0.0,0.0,0.029793229188248456,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2481,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6721,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2712,0.3670886075949367,6.979828296223913e-05,0.0,0.00566150178784267,0.0046411995715815784,0.023784858906890978,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4627,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7566,0.7848101265822784,0.002303343337753891,0.11800221379934928,0.0,0.01758300606926098,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5615,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
639,0.569620253164557,0.0,0.0008385603595746821,0.003703388387536182,0.044136022848982506,0.019972651555960716,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6661,0.4430379746835443,0.0,0.1862274846543454,0.0002554060956921505,0.0003570153516601214,0.009364770231633034,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4930,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1574,0.3924050632911392,0.1700286172960145,0.0,0.006257449344457687,0.0007140307033202428,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6481,0.45569620253164556,0.1334543170238012,0.0,0.0,8.925383791503035e-05,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
133,0.25316455696202533,0.0,0.01408781404085466,0.008939213349225268,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1827,0.5569620253164557,0.0494171843372653,0.0,0.0002128384130767921,0.0,0.003066340695313471,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6744,0.3037974683544304,0.0,0.016402240633280784,0.0008939213349225268,0.0,0.007624414701860523,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6947,0.5063291139240507,0.00013959656592447826,0.004930734914299131,0.0,0.07564262763298822,0.0475282807773588,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2260,0.43037974683544306,0.0023731416207161305,0.0074799584074061645,0.06636301719734378,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
602,0.6962025316455696,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1548,0.26582278481012656,0.021288476303482934,0.0,4.256768261535842e-05,0.02757943591574438,8.287407284631003e-05,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7854,0.5443037974683544,0.0,0.2438198101499346,0.0,0.12272402713316673,0.09808146521360792,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3247,0.6582278481012658,0.00041878969777343477,0.07825445275550934,0.0004682445087689426,0.05127632988218494,4.1437036423155016e-05,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4884,0.22784810126582278,0.0035597124310741955,0.01137087847583269,4.256768261535842e-05,0.0,0.01806654788049559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1733,0.25316455696202533,0.0,0.0,0.0,0.03516601213852196,0.0006629925827704803,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7236,0.27848101265822783,0.0041878969777343475,0.0016100358903833897,0.0,0.0,0.020718518211577507,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7966,0.5443037974683544,0.0014657639422070217,0.0,0.03673591009705431,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5083,0.31645569620253167,0.0661687722482027,0.0,4.256768261535842e-05,0.00758657622277758,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1475,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8539,0.810126582278481,0.002582536469602848,0.05316472679703485,0.00996083773199387,0.0,0.0007458666556167903,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1009,0.31645569620253167,0.005514064354016891,0.023781571797537985,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3270,0.24050632911392406,0.008515390521393173,0.005702210445107839,0.0022135194959986377,0.0,0.019268221936767083,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1941,0.5822784810126582,0.030013261673762826,0.0,0.014473012089221863,0.0023205997857907892,0.002527659221812456,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4488,0.43037974683544306,0.14867034270956933,0.0,4.256768261535842e-05,4.4626918957515175e-05,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6495,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6740,0.2911392405063291,0.0,0.00010062724314896186,0.0,0.0,0.02262462188704264,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1864,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2795,0.6455696202531646,0.11474837718992113,0.0,0.00996083773199387,0.007006426276329882,0.002651970331081921,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5905,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2161,0.7594936708860759,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
980,0.5822784810126582,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
4582,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6906,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3937,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6244,0.26582278481012656,0.041041390381796605,0.0,0.0007236506044610931,0.0,0.06414453238304396,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3767,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2787,0.24050632911392406,0.0016053605081314999,0.0,0.0,0.0,0.03033191066174947,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7950,0.4430379746835443,0.02226565226495428,0.0,0.26949599863783413,0.0003570153516601214,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6445,0.49367088607594933,0.0009771759614713477,0.01955522758528159,0.013195981610761109,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3381,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2389,0.5316455696202531,0.00013959656592447826,0.10143226109415356,0.0,0.00397179578721885,0.00041437036423155015,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1240,0.3291139240506329,0.13582745864451734,0.00013416965753194915,0.00017027073046143367,0.0,0.025815273691625576,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7540,0.49367088607594933,0.09555384937530537,0.008687485325193707,0.04086497531074408,4.4626918957515175e-05,0.0012016740562714955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
692,0.26582278481012656,0.036364905423326585,0.0,0.00017027073046143367,0.011647625847911462,4.1437036423155016e-05,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2395,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60,0.7848101265822784,6.979828296223913e-05,0.005131989400597055,0.008385833475225608,0.0,0.019061036754651307,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6823,0.20253164556962025,0.0016053605081314999,0.01606681648945091,0.0,0.0,0.01545601458583682,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
597,0.5443037974683544,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5797,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3534,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
954,0.5569620253164557,0.0,0.004394056284171334,0.011365571258300698,0.024723313102463406,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3130,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8429,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7065,0.4050632911392405,0.1746353039715223,0.0234796900680911,0.0469947216073557,0.620403427347376,0.02005552562880703,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2028,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3554,0.4050632911392405,0.0,0.02012544862979237,0.0034054146092286734,0.0,0.0007458666556167903,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8464,0.26582278481012656,0.09841557897675716,0.00010062724314896186,0.0020858164481525627,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5689,0.5063291139240507,0.036364905423326585,0.00013416965753194915,0.0022560871786139964,0.0031238843270260624,0.005842622135664857,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3651,0.24050632911392406,0.0,0.0015764934760004025,0.0,0.011736879685826491,0.015911821986491527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2169,0.43037974683544306,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6004,0.5569620253164557,0.0,0.0,0.0,0.03253302392002856,0.016450503459992542,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3761,0.25316455696202533,0.0,3.3542414382987286e-05,0.0,0.0008925383791503035,0.0017403555297725107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2941,0.8607594936708861,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6097,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1188,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4967,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2472,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5499,0.569620253164557,0.0,0.0,0.0,0.06698500535523028,0.0009944888741557204,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3386,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5832,0.3037974683544304,0.0,0.01606681648945091,0.0049378511833815765,4.4626918957515175e-05,0.0015331703476567356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5762,0.16455696202531644,0.01437844629022126,0.000939187602723644,0.0,4.4626918957515175e-05,0.026063895910164506,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2574,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1383,0.20253164556962025,0.0,0.09519337201891792,0.0013621658436914694,0.00022313459478757588,0.14105167198441967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2980,0.34177215189873417,0.001116772527395826,0.0,0.034011578409671374,0.0,0.0015331703476567356,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6571,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4982,0.22784810126582278,0.031688420464856565,0.0,0.0,0.014459121742234916,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4231,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3097,0.37974683544303794,0.0,0.006037634588937711,0.0038310914353822576,0.34541235273116744,0.005884059172088012,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4964,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1461,0.26582278481012656,0.0006281845466601522,0.0,0.0,0.0,0.03314962913852401,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8494,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5486,0.810126582278481,0.0,0.02089692416060108,0.07777115613825983,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4921,0.35443037974683544,0.04236755775807915,0.0,0.0,0.010130310603355945,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2580,0.34177215189873417,0.10483702100928317,3.3542414382987286e-05,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
497,0.27848101265822783,0.0,0.00016771207191493645,0.0,0.014280614066404856,0.014585836820950566,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5657,0.3037974683544304,0.05011516716688769,0.0,0.011280435893069981,0.013477329525169583,0.015911821986491527,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3791,0.12658227848101267,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4653,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5215,0.5316455696202531,0.0,0.029852748800858683,0.1246807423803848,0.01570867547304534,0.20295860440061328,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2235,0.5822784810126582,0.0,0.01868312481132392,0.0,0.012807925740806855,0.03236232544648407,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1103,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5443,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
