,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Europa,Mars,True,PSO J318.5-22,TRAPPIST-1e,True,B,C,D,E,F,G,P,S,T,G,P,S
4559,0.6962025316455696,0.023033433377538912,0.0038238352396605508,0.0,8.925383791503035e-05,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6883,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4022,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
8107,0.24050632911392406,0.00872478537027989,0.018649582396940933,0.0009790567001532436,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8347,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1506,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8409,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3952,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2038,0.3924050632911392,0.0032107210162629998,0.0649045718310804,0.0,0.0444037843627276,0.05196204367463639,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4278,0.6835443037974683,0.0,0.018750209640089895,0.0,0.6800249910746162,0.1159822649484109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6734,0.26582278481012656,0.021009283171633978,0.0,0.0008087859696918099,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18,0.569620253164557,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7212,0.5822784810126582,0.41097229008166397,0.0,0.0005533798739996594,0.0005355230274901821,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6864,0.27848101265822783,0.0019543519229426954,0.0065072283902995335,8.513536523071684e-05,0.0,0.015331703476567355,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6129,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5376,0.4050632911392405,0.004885879807356739,0.025626404588602287,0.030819002213519495,0.0244109246697608,0.05374383624083206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1500,0.5949367088607594,0.001116772527395826,0.07134471539261396,0.06329814404903797,0.0,0.008121659138938383,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7726,0.34177215189873417,0.0702868709429748,0.0,0.0,0.0004016422706176366,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5124,0.46835443037974683,0.0,0.0,0.023795334581985357,0.0004908961085326669,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2482,0.34177215189873417,0.12019264326097578,0.00013416965753194915,0.039885918610590834,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
611,0.7974683544303798,0.0,0.004125716969107436,0.04069470458028265,0.0011156729739378794,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
876,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2842,0.4430379746835443,0.11230543728624276,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4856,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4452,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5500,0.7848101265822784,0.00725902142807287,0.0017777479622983262,0.008258130427379533,0.019457336665476617,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8526,0.31645569620253167,0.2374537586375375,0.08214537282393586,0.0011918951132300357,0.01155837200999643,0.008163096175361538,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1959,0.3291139240506329,0.12221679346688072,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7333,0.3670886075949367,0.07342779367627557,0.0,0.027030478460752596,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1690,0.24050632911392406,0.00034899141481119564,0.021433602790728874,0.0,0.003748661192431275,0.007458666556167903,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7551,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3987,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
417,0.35443037974683544,0.00034899141481119564,0.14382987287424948,0.0,0.03324705462334881,0.00020718518211577507,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5343,0.7721518987341772,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5924,0.34177215189873417,0.00013959656592447826,0.00010062724314896186,0.003958794483228333,0.00026776151374509105,0.022375999668503708,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2597,0.5822784810126582,0.0,0.0,0.07070492082411033,0.0023205997857907892,0.0003314962913852401,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1518,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
515,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
267,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
172,0.49367088607594933,0.028338102882669088,0.0,0.03690618082751575,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6881,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3504,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8416,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1995,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8234,0.43037974683544306,0.0009771759614713477,0.02508972595847449,0.0,0.0018297036772581222,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7350,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8242,0.4050632911392405,0.005653660919941369,0.0,0.058019751404733526,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
590,0.43037974683544306,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8527,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3433,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7839,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4899,0.5949367088607594,0.01919452781461576,0.0,0.0,0.0010710460549803642,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8635,0.3924050632911392,0.0010469742444335869,0.022775299366048368,0.0037885237527668994,0.00026776151374509105,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1088,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4195,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2649,0.24050632911392406,0.0,3.3542414382987286e-05,0.0,0.09304712602641914,0.002279037003273526,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4786,0.31645569620253167,0.0,0.00010062724314896186,0.0,0.03405033916458408,0.14672854597439192,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6915,0.49367088607594933,0.00013959656592447826,0.0,0.0,8.925383791503035e-05,0.032610947665022996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3376,0.24050632911392406,0.0,0.0,0.0,0.021599428775437343,0.014254340529565325,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4694,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5316,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8198,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2420,0.35443037974683544,0.0654707894185803,0.0020460872773622246,0.0,0.002365226704748304,0.00016574814569262006,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1333,0.18987341772151897,0.0,0.0,0.0,0.0,0.034475614304064976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6085,0.34177215189873417,0.0020939484888671737,0.0,0.03247914183551847,0.0,0.002361911076119836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8385,0.35443037974683544,0.11921546729950443,0.0,0.0027668993699982974,4.4626918957515175e-05,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6230,0.7088607594936709,0.0,0.4548686814476906,0.0,8.925383791503035e-05,0.1693946048978577,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2489,0.25316455696202533,0.0002791931318489565,0.026498507362559955,0.0,0.0006694037843627276,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5632,0.3670886075949367,0.0,0.00016771207191493645,0.0002554060956921505,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5423,0.7468354430379747,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5489,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8117,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7904,0.31645569620253167,6.979828296223913e-05,0.0,4.256768261535842e-05,0.0006247768654052124,0.06178262130692413,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1203,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3836,0.5443037974683544,0.0,0.027873746352262436,0.0033202792439979566,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2894,0.18987341772151897,0.004327493543658826,0.0019119176198302754,0.11263408820023837,0.04926811852909675,0.012928355364024365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2736,0.8607594936708861,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5727,0.2911392405063291,0.0,0.0,0.0,0.0019635844341306676,0.07131313968424978,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3976,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4717,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7989,0.26582278481012656,0.009003978502128848,0.0035554959245966524,0.011918951132300357,0.008166726169225277,0.0007458666556167903,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5150,0.26582278481012656,0.28107768548893697,0.0,0.0020006810829218454,0.0037040342734737594,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8363,0.22784810126582278,0.022824038528652196,0.005702210445107839,0.0,0.0,0.005386814735010152,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7532,0.6582278481012658,0.0,0.0,0.011152732845223905,0.06359335951445913,0.023660547797621514,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6490,0.6582278481012658,0.00013959656592447826,0.0015429510616174153,0.034054146092286734,0.0,0.032030829155098826,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6709,0.5569620253164557,0.009981154463600195,0.0015764934760004025,0.0,0.03199750089253838,0.0036050221688144865,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3101,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4543,0.46835443037974683,0.03783066936553361,0.014758662328514405,4.256768261535842e-05,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126,0.5949367088607594,0.006770433447337195,0.014020729212088686,0.00536352800953516,0.0011156729739378794,0.002279037003273526,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6994,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6258,0.5569620253164557,0.08201298248063098,0.0,0.0005533798739996594,0.028650481970724742,0.0206356441387312,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5049,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7833,0.3291139240506329,0.0,0.023144265924261227,4.256768261535842e-05,0.04596572652624063,0.09418638378983135,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
958,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4170,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2122,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,0.43037974683544306,0.0015355622251692607,0.2037030825478818,0.0,0.06417350946090682,0.013591347946794846,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1480,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3242,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
535,0.2911392405063291,0.0,0.011203166403917754,0.013195981610761109,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7513,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5750,0.3670886075949367,0.24876108047742027,0.0,0.03413928145751745,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3587,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3391,0.5063291139240507,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
111,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5237,0.3291139240506329,0.0,0.026364337705028006,0.0,0.0004908961085326669,0.0034392740231218664,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3725,0.31645569620253167,0.0013959656592447826,0.0,0.01804869742891197,0.0,0.01487589607591265,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3853,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7148,0.3670886075949367,0.05353528303203741,0.0005366786301277966,0.00038310914353822576,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2115,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4082,0.35443037974683544,0.00020939484888671738,0.07134471539261396,0.0,0.031060335594430562,0.00041437036423155015,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1599,0.2911392405063291,0.0,0.00043605138697883474,0.0,0.03449660835415923,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3067,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7676,0.22784810126582278,0.0,0.0,0.028179805891367274,0.0013388075687254552,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2974,0.45569620253164556,0.00034899141481119564,0.02089692416060108,0.0037459560701515408,0.00022313459478757588,4.1437036423155016e-05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8652,0.45569620253164556,0.0,0.1878375205447288,0.03043589306998127,0.12799000357015353,0.04023536236688352,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
481,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2141,0.4430379746835443,0.012144901235429608,0.0,0.016218287076451558,0.0,0.002569096258235611,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7195,0.3037974683544304,0.0,0.0032200717807667795,0.0,0.02664227061763656,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6700,0.7974683544303798,0.036713896838137784,6.708482876597457e-05,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6452,0.27848101265822783,0.0026523347525650868,0.0006373058732767584,0.014813553550144729,0.009684041413780793,0.004765259188662827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3766,0.34177215189873417,6.979828296223913e-05,0.011907557105960486,0.03222373573982632,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3555,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6640,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4397,0.4810126582278481,0.012703287499127521,0.026028913561198134,0.00012770304784607525,0.0014726883255980008,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2995,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8537,0.3291139240506329,0.0,0.0,0.0,4.4626918957515175e-05,0.001988977748311441,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2496,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6370,0.4177215189873418,0.09583304250715433,0.0,0.0009790567001532436,0.04105676544091396,0.0002486222185389301,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1570,0.25316455696202533,0.008864381936204369,0.0,0.0,0.024187790074973226,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1208,0.26582278481012656,0.051162141411321284,0.0,0.046143367955048524,4.4626918957515175e-05,0.0017817925661956656,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6439,0.5063291139240507,0.00020939484888671738,0.0,0.0025966286395368637,0.0,0.030746281025981023,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5646,0.45569620253164556,0.0006281845466601522,0.00828497635259786,0.0,0.021510174937522313,0.0006629925827704803,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7548,0.25316455696202533,0.0,0.001744205547915339,0.0,0.004908961085326669,0.02544234036381718,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3293,0.3670886075949367,0.0,0.0003354241438298729,0.0,0.0,0.029627481042555838,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6656,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3037,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7081,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4101,0.5316455696202531,0.06658756194597613,0.0,4.256768261535842e-05,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6627,0.4810126582278481,0.0,0.023211350753027202,0.0,0.16007675830060694,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7280,0.16455696202531644,0.028338102882669088,0.0,0.0022135194959986377,0.0,0.01603613309576099,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4500,0.46835443037974683,0.015565017100579325,0.3184852245664643,0.0,0.058818279186005004,0.07732150996560726,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2314,0.31645569620253167,0.004467090109583304,0.0,0.0,0.029453766511960015,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2535,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5354,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8169,0.7848101265822784,0.0,0.019857109314728474,0.0069810999489187805,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4388,0.4050632911392405,0.003140922733300761,0.033039278167242475,0.0,0.0,0.2818961587867236,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2545,0.20253164556962025,0.0,0.037399792037030824,0.0,0.0747054623348804,0.005469688807856462,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8297,0.4177215189873418,0.07356739024220003,0.0,0.009450025540609568,0.0009817922170653338,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5169,0.35443037974683544,0.0,0.0,0.0,0.03016779721528026,0.005138192516471222,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7415,0.3924050632911392,0.0,0.03052359708851843,0.0024689255916907882,0.0738129239557301,0.05042887332697966,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7933,0.3924050632911392,0.5753472464577372,0.009391876027236441,0.0,0.14369867904319886,0.0946836282269092,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1440,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7041,0.25316455696202533,0.0020939484888671737,0.004427598698554322,0.04771837221181679,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2922,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6363,0.34177215189873417,0.18594262581140503,0.0005031362157448093,0.0,0.004864334166369154,8.287407284631003e-05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2509,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6833,0.3037974683544304,0.0,0.09797739241270587,0.0002128384130767921,0.03547840057122456,0.13073384991505407,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4089,0.16455696202531644,0.038528652195156,0.00828497635259786,0.0,0.0001785076758300607,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6252,0.4430379746835443,0.0240804076219725,0.15141045852480461,0.0,0.0,0.01744499233414826,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6396,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3750,0.6455696202531646,0.000558386263697913,0.0,0.008768942618763834,0.055649767940021425,0.0005801185099241702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7120,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
568,0.3037974683544304,0.0,0.00013416965753194915,0.0,0.02990003570153517,0.004682385115816517,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5212,0.7215189873417721,0.11837788790395756,0.0,0.04282308871105057,0.0,0.0011187999834251854,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
403,0.4430379746835443,0.0004885879807356738,0.03498473820145574,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3290,0.45569620253164556,0.09101696098275983,0.0,0.0002979737783075089,0.0008032845412352732,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5198,0.34177215189873417,0.10923431283590423,0.0,0.0,0.0,0.006008370281357477,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
5596,0.7341772151898734,0.00013959656592447826,0.1295408043470969,0.0,0.0661370938950375,0.0030249036588903162,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1214,0.5443037974683544,0.007328819711035109,0.012343608492939322,0.011408138940916055,0.03757586576222778,0.0005386814735010153,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8203,0.46835443037974683,0.0,0.0,0.0004682445087689426,0.0458764726883256,0.0002900592549620851,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5936,0.5063291139240507,0.0,0.005869922517022775,0.0,0.0004908961085326669,0.022251688559234244,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6378,0.7341772151898734,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3889,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4290,0.810126582278481,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8058,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2373,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4308,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
